2.0	1.0
30.0	1.0
37.0	1.0
41.0	1.0
61.0	1.0
62.0	1.0
67.0	1.0
69.0	1.0
78.0	1.0
79.0	1.0
107.0	1.0
113.0	1.0
118.0	1.0
139.0	1.0
141.0	1.0
169.0	1.0
222.0	1.0
246.0	1.0
250.0	1.0
252.0	1.0
253.0	1.0
254.0	1.0
266.0	1.0
274.0	1.0
312.0	1.0
313.0	1.0
340.0	1.0
357.0	1.0
401.0	1.0
412.0	1.0
416.0	1.0
440.0	1.0
503.0	1.0
504.0	1.0
505.0	1.0
507.0	1.0
508.0	1.0
522.0	1.0
592.0	1.0
624.0	1.0
625.0	1.0
650.0	1.0
658.0	1.0
718.0	1.0
736.0	1.0
844.2150440274627	1.0
879.9219984181259	1.0
905.35148757957	1.0
914.7114145524415	1.0
920.938486133982	1.0
930.7130991758905	1.0
962.4745859959223	1.0
977.9507538427374	1.0
1014.467553460851	1.0
1023.961881764852	1.0
1088.8583015428064	1.0
1096.8704400210127	1.0
1102.3653554661746	1.0
1126.5583407591478	1.0
1188.0172448880244	1.0
