44.0	2.0
135.0	1.0
177.0	2.0
301.0	1.0
351.0	2.0
352.0	1.0
395.0	2.0
402.0	2.0
403.0	1.0
425.0	1.0
433.0	1.0
450.0	1.0
454.0	2.0
455.0	2.0
460.0	2.0
468.0	1.0
483.0	2.0
487.0	2.0
497.0	1.0
505.0	1.0
552.0	2.0
553.0	1.0
616.0	2.0
638.0	2.0
639.0	1.0
656.0	2.0
657.0	1.0
666.0	2.0
667.0	1.0
668.0	1.0
683.0	2.0
695.0	2.0
716.0	2.0
720.0	2.0
732.0	2.0
740.0	2.0
742.0	1.0
743.0	2.0
746.0	1.0
749.0	2.0
759.0	1.0
762.0	1.0
763.0	2.0
764.0	2.0
774.0	2.0
802.0	1.0
825.0	2.0
849.0	2.0
856.0	2.0
869.0	2.0
916.0	1.0
1060.0	2.0
1081.0	2.0
1094.0	2.0
1121.0	2.0
1122.0	1.0
1188.0	1.0
1195.0	1.0
1236.7880187296105	2.0
