173.0	2.0
240.0	2.0
247.0	2.0
265.0	2.0
266.0	1.0
279.0	1.0
280.0	2.0
287.0	1.0
290.0	2.0
298.0	1.0
422.0	2.0
425.0	1.0
450.0	1.0
454.0	2.0
455.0	2.0
457.0	1.0
468.0	1.0
495.0	2.0
498.0	1.0
529.0	1.0
548.0	1.0
554.0	1.0
607.0	2.0
638.0	2.0
639.0	1.0
640.0	2.0
641.0	1.0
658.0	2.0
660.0	2.0
667.0	1.0
668.0	1.0
671.0	1.0
672.0	2.0
679.0	1.0
681.0	1.0
720.0	2.0
731.0	2.0
736.0	2.0
745.0	1.0
756.0	2.0
757.0	1.0
758.0	1.0
764.0	2.0
778.0	2.0
779.0	1.0
780.0	1.0
836.0	1.0
849.0	2.0
850.0	2.0
903.0	2.0
911.0	1.0
923.0	2.0
946.0	1.0
959.0	1.0
1035.0	2.0
1056.0	2.0
1099.0	2.0
1127.0	2.0
1182.0	2.0
1183.0	1.0
1184.0	1.0
1217.1203535648306	1.0
1232.0924923525886	1.0
1242.6053491063135	2.0
1245.2882920996358	2.0
