71.0	2.0
90.0	2.0
153.0	1.0
174.0	1.0
177.0	1.0
189.0	2.0
226.0	2.0
278.0	2.0
297.0	1.0
312.0	1.0
314.0	2.0
351.0	2.0
419.0	1.0
423.0	1.0
435.0	1.0
440.0	2.0
497.0	2.0
502.0	2.0
509.0	1.0
510.0	2.0
514.0	2.0
521.0	2.0
525.0	1.0
582.0	2.0
605.0	1.0
622.0	1.0
628.0	1.0
638.0	2.0
691.0	2.0
692.0	2.0
697.0	2.0
698.0	1.0
711.0	1.0
715.0	2.0
729.0	2.0
733.0	1.0
739.0	1.0
747.0	1.0
757.0	2.0
767.0	2.0
804.0	2.0
805.0	2.0
823.0	2.0
850.0	1.0
854.0	1.0
885.0	2.0
903.0	2.0
904.0	1.0
911.0	1.0
918.0	2.0
942.0	1.0
945.0	2.0
958.0	1.0
960.0	2.0
968.0	1.0
970.0	2.0
986.0	2.0
1035.0	1.0
1104.0	2.0
1156.0	2.0
1249.267421620114	2.0
