90.0	2.0
153.0	1.0
259.0	1.0
278.0	2.0
313.0	2.0
341.0	1.0
351.0	2.0
370.0	2.0
374.0	2.0
435.0	1.0
439.0	1.0
440.0	2.0
468.0	1.0
473.0	1.0
502.0	2.0
507.0	2.0
509.0	1.0
556.0	2.0
623.0	1.0
631.0	2.0
632.0	1.0
638.0	2.0
640.0	2.0
644.0	2.0
671.0	1.0
692.0	2.0
709.0	2.0
715.0	2.0
741.0	2.0
747.0	1.0
750.0	1.0
765.0	1.0
767.0	2.0
793.0	2.0
804.0	2.0
832.0	1.0
839.0	1.0
854.0	1.0
858.0	2.0
903.0	2.0
911.0	1.0
915.0	2.0
920.0	2.0
942.0	1.0
944.0	1.0
945.0	2.0
946.0	2.0
949.0	1.0
951.0	2.0
959.0	2.0
970.0	2.0
986.0	2.0
1013.0	1.0
1035.0	1.0
1078.0	1.0
1104.0	2.0
1158.0	1.0
1223.4615567577273	1.0
